logFC	logCPM	F	PValue	FDR	transcript	sel_line
-0.196433081451593	10.4574965378127	0.531494019935208	0.482199407217469	0.999972974996109	cmac_gs1_g12666.t1	SA
0.0936569200416571	6.12324900879447	0.214747119531476	0.652692870684384	0.999972974996109	cmac_gs1_g12667.t1	SA
-0.0811572546166117	0.909590924546278	0.0398092719639783	0.84577052785208	0.999972974996109	cmac_gs1_g12668.t1	SA
0.0908437462581861	4.75428171302117	0.225356324241254	0.644877094322525	0.999972974996109	cmac_gs1_g12668.t2	SA
-0.0621646330966564	2.08642247956088	0.0529256900308743	0.822552579961441	0.999972974996109	cmac_gs1_g12669.t1	SA
0.0985418090490396	4.88364702732806	0.0952642048840824	0.76373061664022	0.999972974996109	cmac_gs1_g12670.t2	SA
0.141333445698817	4.98571611017358	1.26735546577338	0.285767429626648	0.999972974996109	cmac_gs1_g12671.t1	SA
-0.0967828513692309	4.6466078088787	0.114966377474676	0.741359464497251	0.999972974996109	cmac_gs1_g12672.t1	SA
-0.729122364763678	0.633703162864248	0.369195623473296	0.55599504837718	0.999972974996109	cmac_gs1_g12673.t1	SA
-0.251211318667308	8.34481178026835	0.0707279260816314	0.79551846912432	0.999972974996109	cmac_gs1_g12674.t1	SA
0.00439260249474092	6.06193438579502	0.00105452173544902	0.974714129240038	0.999972974996109	cmac_gs1_g12675.t1	SA
0.0882367031656158	3.3293658223871	0.202645585763723	0.661907110576208	0.999972974996109	cmac_gs1_g12675.t2	SA
0.0461686820358652	5.25741895242069	0.065221803215459	0.803444182728497	0.999972974996109	cmac_gs1_g12676.t1	SA
0.0494685922805134	5.99546957608906	0.0484498003313505	0.830077074022749	0.999972974996109	cmac_gs1_g12677.t1	SA
-0.00272272726549253	3.43444596007667	0.000162981622564386	0.990057688323388	0.999972974996109	cmac_gs1_g1268.t1	SA
0.57510282532701	2.03411949698213	1.31017755995226	0.278288297684758	0.999972974996109	cmac_gs1_g12680.t1	SA
-0.102180581157825	2.15399995702117	0.11628694559613	0.73994879601291	0.999972974996109	cmac_gs1_g12682.t1	SA
0.03369761761453	6.45435616565024	0.0560784457613288	0.817440347926432	0.999972974996109	cmac_gs1_g12683.t1	SA
-0.244590159248114	10.7086181375905	0.274524985617566	0.611381148960122	0.999972974996109	cmac_gs1_g12685.t1	SA
0.392469817221291	5.84680382379561	0.882865777323468	0.368894108260712	0.999972974996109	cmac_gs1_g12686.t1	SA
-0.780861780529993	0.217909781094716	1.08918050557885	0.314815493002452	0.999972974996109	cmac_gs1_g12688.t1	SA
0.112282832211077	5.84348038098806	0.567901235452651	0.467942051788177	0.999972974996109	cmac_gs1_g12689.t1	SA
0.0805233314097965	4.09672663226106	0.130508520654609	0.725193796276019	0.999972974996109	cmac_gs1_g1269.t1	SA
0.100106592907277	3.76871354699809	0.111444643827102	0.745192171804991	0.999972974996109	cmac_gs1_g12690.t1	SA
-0.836261591516036	1.13592552116498	2.4592229364292	0.147165559169369	0.999972974996109	cmac_gs1_g12691.t1	SA
0.149039799975931	5.71866745896682	0.329903491408593	0.578022538133418	0.999972974996109	cmac_gs1_g12692.t1	SA
-0.0601814085762463	5.50739953278265	0.0720406251876423	0.793678801039085	0.999972974996109	cmac_gs1_g12694.t1	SA
-0.669327281243891	1.94312272980213	0.312020673906643	0.587152011757919	0.999972974996109	cmac_gs1_g12695.t1	SA
-0.815939951872703	-0.00571015661471704	0.160020222032352	0.696474508232135	0.999972974996109	cmac_gs1_g12696.t1	SA
0.186287974812169	4.25727812383511	0.668007483992413	0.432220129896583	0.999972974996109	cmac_gs1_g12698.t1	SA
-0.0388649528401425	5.53045388043132	0.0832148334140014	0.778699305979755	0.999972974996109	cmac_gs1_g12699.t1	SA
0.0165529515700495	4.41960495576302	0.0023637927324506	0.962151388418245	0.999972974996109	cmac_gs1_g12700.t1	SA
0.255740240119163	-0.457954542985867	0.0379185365335475	0.849071560402218	0.999972974996109	cmac_gs1_g12701.t2	SA
0.177721403381542	5.37467729306234	0.664382677780522	0.433428413257019	0.999972974996109	cmac_gs1_g12702.t1	SA
-0.191280416853004	5.06344275191915	1.14420673940314	0.309150876315633	0.999972974996109	cmac_gs1_g12703.t1	SA
0.241793795151095	4.82401521898441	2.27360540512944	0.161586943709434	0.999972974996109	cmac_gs1_g12704.t1	SA
0.116668877583745	5.23435192763195	1.16525791696142	0.304964781921616	0.999972974996109	cmac_gs1_g12705.t1	SA
-0.28822587097758	3.47404993225189	1.08266729576568	0.321874994115899	0.999972974996109	cmac_gs1_g12706.t1	SA
0.157614462492721	1.34779492841614	0.154721462272913	0.702114639380886	0.999972974996109	cmac_gs1_g12707.t1	SA
-0.123946830930791	3.13954684172615	0.302666511394121	0.593928175751282	0.999972974996109	cmac_gs1_g12708.t1	SA
-0.167263847700399	4.96120945200567	0.496179511114757	0.496774666134229	0.999972974996109	cmac_gs1_g12709.t1	SA
-0.256341852667605	5.74591298399888	2.28126815452723	0.160945620652691	0.999972974996109	cmac_gs1_g12709.t2	SA
-0.259160214054119	6.01011329740807	3.55975697872525	0.087627352232099	0.999972974996109	cmac_gs1_g12710.t1	SA
