utg000001l_1 56339 56590 cmac_gs1_g1
utg000001l_1 185292 191963 cmac_gs1_g2
utg000001l_1 220384 220593 cmac_gs1_g3
utg000001l_1 227675 244355 cmac_gs1_g4
utg000001l_1 245866 252353 cmac_gs1_g5
utg000001l_1 251643 252353 cmac_gs1_g6
utg000001l_1 257697 260706 cmac_gs1_g7
utg000001l_1 263441 285240 cmac_gs1_g8
utg000001l_1 295130 317727 cmac_gs1_g9
utg000001l_1 322964 323260 cmac_gs1_g10
utg000001l_1 373896 392174 cmac_gs1_g11
utg000001l_1 399717 401515 cmac_gs1_g12
utg000001l_1 513991 524204 cmac_gs1_g13
utg000001l_1 531498 540240 cmac_gs1_g14
utg000001l_1 554496 563748 cmac_gs1_g15
utg000001l_1 573580 588119 cmac_gs1_g16
utg000001l_1 596618 613371 cmac_gs1_g17
utg000001l_1 622955 645384 cmac_gs1_g18
utg000001l_1 663527 665652 cmac_gs1_g19
utg000001l_1 666271 680917 cmac_gs1_g20
utg000001l_1 690100 708324 cmac_gs1_g21
utg000001l_1 730743 743413 cmac_gs1_g22
utg000001l_1 789435 817600 cmac_gs1_g23
utg000001l_1 867026 869424 cmac_gs1_g24
utg000001l_1 895419 897410 cmac_gs1_g25
utg000001l_1 899623 901020 cmac_gs1_g26
utg000001l_1 1015187 1018066 cmac_gs1_g27
utg000001l_1 1069117 1072289 cmac_gs1_g28
utg000001l_1 1164277 1165494 cmac_gs1_g29
utg000001l_1 1179480 1186697 cmac_gs1_g30
utg000001l_1 1266813 1267298 cmac_gs1_g31
utg000001l_1 1325860 1340796 cmac_gs1_g32
utg000001l_1 1374517 1374825 cmac_gs1_g33
utg000001l_1 1375498 1377132 cmac_gs1_g34
utg000001l_1 1386865 1396974 cmac_gs1_g35
utg000001l_1 1422499 1432356 cmac_gs1_g36
utg000001l_1 1475145 1493692 cmac_gs1_g37
utg000001l_1 1497016 1511042 cmac_gs1_g38
utg000001l_1 1519143 1534198 cmac_gs1_g39
utg000001l_1 1539625 1548183 cmac_gs1_g40
utg000001l_1 1550729 1561901 cmac_gs1_g41
utg000001l_1 1586368 1600216 cmac_gs1_g42
utg000001l_1 1611637 1618501 cmac_gs1_g43
utg000001l_1 1612225 1613022 cmac_gs1_g44
utg000001l_1 1731155 1748310 cmac_gs1_g45
utg000001l_1 1777151 1786304 cmac_gs1_g46
utg000001l_1 1867078 1889616 cmac_gs1_g47
utg000001l_1 1882694 1883482 cmac_gs1_g48
utg000001l_1 1984160 1984555 cmac_gs1_g49
utg000001l_1 2018749 2019099 cmac_gs1_g50
utg000001l_1 2022624 2022941 cmac_gs1_g51
utg000001l_1 2029454 2030653 cmac_gs1_g52
utg000001l_1 2051249 2051875 cmac_gs1_g53
utg000001l_1 2051900 2053135 cmac_gs1_g54
utg000001l_1 2151768 2153480 cmac_gs1_g55
utg000001l_1 2205614 2212937 cmac_gs1_g56
utg000001l_1 2281287 2292718 cmac_gs1_g57
utg000001l_1 2296816 2297448 cmac_gs1_g58
utg000001l_1 2310179 2310742 cmac_gs1_g59
utg000001l_1 2341543 2342364 cmac_gs1_g60
utg000001l_1 2342578 2343990 cmac_gs1_g61
utg000001l_1 2346113 2351464 cmac_gs1_g62
utg000001l_1 2354772 2369928 cmac_gs1_g63
utg000001l_1 2378922 2431327 cmac_gs1_g64
utg000001l_1 2431791 2442674 cmac_gs1_g65
utg000001l_1 2444029 2445522 cmac_gs1_g66
utg000001l_1 2446342 2456018 cmac_gs1_g67
utg000001l_1 2472222 2474538 cmac_gs1_g68
utg000001l_1 2476369 2494780 cmac_gs1_g69
utg000001l_1 2497439 2524462 cmac_gs1_g70
utg000001l_1 2525084 2532724 cmac_gs1_g71
utg000001l_1 2534821 2548217 cmac_gs1_g72
utg000001l_1 2552144 2576428 cmac_gs1_g73
utg000001l_1 2588675 2616556 cmac_gs1_g74
utg000001l_1 2626635 2630143 cmac_gs1_g75
utg000001l_1 2633969 2648063 cmac_gs1_g76
utg000001l_1 2663026 2677381 cmac_gs1_g77
utg000001l_1 2699714 2710831 cmac_gs1_g78
utg000001l_1 2740071 2740355 cmac_gs1_g79
utg000001l_1 2787642 2789960 cmac_gs1_g80
utg000001l_1 2820576 2842295 cmac_gs1_g81
utg000001l_1 2844461 2855881 cmac_gs1_g82
utg000001l_1 2863013 2866381 cmac_gs1_g83
utg000001l_1 2889719 2901978 cmac_gs1_g84
utg000001l_1 2918254 2930592 cmac_gs1_g85
utg000001l_1 2936984 2945594 cmac_gs1_g86
utg000001l_1 2946518 2947212 cmac_gs1_g87
utg000001l_1 2951589 2952500 cmac_gs1_g88
utg000001l_1 3012992 3031041 cmac_gs1_g89
utg000001l_1 3040386 3046810 cmac_gs1_g90
utg000001l_1 3058299 3058760 cmac_gs1_g91
utg000001l_1 3075111 3080086 cmac_gs1_g92
utg000001l_1 3148809 3176238 cmac_gs1_g93
utg000001l_1 3189977 3220890 cmac_gs1_g94
utg000001l_1 3338052 3338831 cmac_gs1_g95
utg000001l_1 3338893 3339291 cmac_gs1_g96
utg000001l_1 3350336 3356655 cmac_gs1_g97
utg000001l_1 3356266 3356655 cmac_gs1_g98
utg000001l_1 3362722 3433923 cmac_gs1_g99
utg000001l_1 3438491 3439522 cmac_gs1_g100
utg000001l_1 3441683 3442678 cmac_gs1_g101
utg000001l_1 3444009 3451330 cmac_gs1_g102
utg000001l_1 3446661 3446897 cmac_gs1_g103
utg000001l_1 3532172 3604005 cmac_gs1_g104
utg000001l_1 3599648 3599953 cmac_gs1_g105
utg000001l_1 3603619 3604005 cmac_gs1_g106
utg000001l_1 3618197 3627367 cmac_gs1_g107
utg000001l_1 3637809 3649416 cmac_gs1_g108
utg000001l_1 3693560 3700242 cmac_gs1_g109
utg000001l_1 3707986 3717484 cmac_gs1_g110
utg000001l_1 3722572 3723072 cmac_gs1_g111
utg000001l_1 3742877 3743788 cmac_gs1_g112
utg000001l_1 3753408 3768543 cmac_gs1_g113
utg000001l_1 3776023 3790637 cmac_gs1_g114
utg000001l_1 3791761 3795395 cmac_gs1_g115
utg000001l_1 3797160 3798648 cmac_gs1_g116
utg000001l_1 3799278 3799721 cmac_gs1_g117
utg000001l_1 3818028 3820237 cmac_gs1_g118
utg000001l_1 3832409 3833678 cmac_gs1_g119
utg000001l_1 3910568 3914592 cmac_gs1_g120
utg000001l_1 3919509 3922354 cmac_gs1_g121
utg000001l_1 3923115 3924910 cmac_gs1_g122
utg000001l_1 3926249 3962778 cmac_gs1_g123
utg000001l_1 3960511 3960840 cmac_gs1_g124
utg000001l_1 3974901 3989847 cmac_gs1_g125
utg000001l_1 3991821 4048607 cmac_gs1_g126
utg000001l_1 4003717 4004268 cmac_gs1_g127
utg000001l_1 4007376 4008449 cmac_gs1_g128
utg000001l_1 4052036 4055448 cmac_gs1_g129
utg000001l_1 4063491 4069517 cmac_gs1_g130
utg000001l_1 4086973 4089723 cmac_gs1_g131
utg000001l_1 4098098 4102114 cmac_gs1_g132
utg000001l_1 4191564 4292516 cmac_gs1_g133
utg000001l_1 4297899 4299962 cmac_gs1_g134
